MassiveID	filename	SampleType	SampleTypeSub1	NCBITaxonomy	YearOfAnalysis	SampleCollectionMethod	SampleExtractionMethod	InternalStandardsUsed	MassSpectrometer	IonizationSourceAndPolarity	ChromatographyAndPhase	SubjectIdentifierAsRecorded	AgeInYears	BiologicalSex	UBERONBodyPartName	TermsofPosition	HealthStatus	DOIDCommonName	ComorbidityListDOIDIndex	SampleCollectionDateandTime	Country	HumanPopulationDensity	LatitudeandLongitude	DepthorAltitudeMeters	qiita_sample_name	UniqueSubjectID	LifeStage	UBERONOntologyIndex	DOIDOntologyIndex	NCBIRank	NCBIDivision	ENVOEnvironmentBiome	ENVOEnvironmentMaterial	ENVOEnvironmentBiomeIndex	ENVOEnvironmentMaterialIndex	ATTRIBUTE_SampleTypeSub1	ATTRIBUTE_PlantStage	PlantID	ATTRIBUTE_Temperature	ATTRIBUTE_Tank	ENVOEnvironmentBiome.1	ENVOEnvironmentMaterial.1	ENVOEnvironmentBiomeIndex.1	ENVOEnvironmentMaterialIndex.1
MSV000098257	Blank_33.mzML	blank_analysis	blank_analysis	not applicable	2025	not applicable	methanol-formic acid (800:1)	sulfadimethoxine	Orbitrap Exploris 240|MS:1003094	electrospray ionization (positive)	reverse phase (C18)									not applicable	not applicable		not applicable													blank_analysis	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	
MSV000098257	Blank_34.mzML	blank_analysis	blank_analysis	not applicable	2025	not applicable	methanol-formic acid (800:1)	sulfadimethoxine	Orbitrap Exploris 240|MS:1003094	electrospray ionization (positive)	reverse phase (C18)									not applicable	not applicable		not applicable													blank_analysis	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	
MSV000098257	Blank_35.mzML	blank_analysis	blank_analysis	not applicable	2025	not applicable	methanol-formic acid (800:1)	sulfadimethoxine	Orbitrap Exploris 240|MS:1003094	electrospray ionization (positive)	reverse phase (C18)									not applicable	not applicable		not applicable													blank_analysis	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	
MSV000098257	Blank_36.mzML	blank_analysis	blank_analysis	not applicable	2025	not applicable	methanol-formic acid (800:1)	sulfadimethoxine	Orbitrap Exploris 240|MS:1003094	electrospray ionization (positive)	reverse phase (C18)									not applicable	not applicable		not applicable													blank_analysis	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	
MSV000098257	Blank_37.mzML	blank_analysis	blank_analysis	not applicable	2025	not applicable	methanol-formic acid (800:1)	sulfadimethoxine	Orbitrap Exploris 240|MS:1003094	electrospray ionization (positive)	reverse phase (C18)									not applicable	not applicable		not applicable													blank_analysis	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	
MSV000098257	Blank_38.mzML	blank_analysis	blank_analysis	not applicable	2025	not applicable	methanol-formic acid (800:1)	sulfadimethoxine	Orbitrap Exploris 240|MS:1003094	electrospray ionization (positive)	reverse phase (C18)									not applicable	not applicable		not applicable													blank_analysis	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	
MSV000098257	Blank_39.mzML	blank_analysis	blank_analysis	not applicable	2025	not applicable	methanol-formic acid (800:1)	sulfadimethoxine	Orbitrap Exploris 240|MS:1003094	electrospray ionization (positive)	reverse phase (C18)									not applicable	not applicable		not applicable													blank_analysis	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	
MSV000098257	Blank_40.mzML	blank_analysis	blank_analysis	not applicable	2025	not applicable	methanol-formic acid (800:1)	sulfadimethoxine	Orbitrap Exploris 240|MS:1003094	electrospray ionization (positive)	reverse phase (C18)									not applicable	not applicable		not applicable													blank_analysis	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	
MSV000098257	Blank_41.mzML	blank_analysis	blank_analysis	not applicable	2025	not applicable	methanol-formic acid (800:1)	sulfadimethoxine	Orbitrap Exploris 240|MS:1003094	electrospray ionization (positive)	reverse phase (C18)									not applicable	not applicable		not applicable													blank_analysis	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	
MSV000098257	Blank_42.mzML	blank_analysis	blank_analysis	not applicable	2025	not applicable	methanol-formic acid (800:1)	sulfadimethoxine	Orbitrap Exploris 240|MS:1003094	electrospray ionization (positive)	reverse phase (C18)									not applicable	not applicable		not applicable													blank_analysis	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	
MSV000098257	Blank_43.mzML	blank_analysis	blank_analysis	not applicable	2025	not applicable	methanol-formic acid (800:1)	sulfadimethoxine	Orbitrap Exploris 240|MS:1003094	electrospray ionization (positive)	reverse phase (C18)									not applicable	not applicable		not applicable													blank_analysis	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	
MSV000098257	Blank_44.mzML	blank_analysis	blank_analysis	not applicable	2025	not applicable	methanol-formic acid (800:1)	sulfadimethoxine	Orbitrap Exploris 240|MS:1003094	electrospray ionization (positive)	reverse phase (C18)									not applicable	not applicable		not applicable													blank_analysis	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	
MSV000098257	Blank_45.mzML	blank_analysis	blank_analysis	not applicable	2025	not applicable	methanol-formic acid (800:1)	sulfadimethoxine	Orbitrap Exploris 240|MS:1003094	electrospray ionization (positive)	reverse phase (C18)									not applicable	not applicable		not applicable													blank_analysis	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	
MSV000098257	Blank_46.mzML	blank_analysis	blank_analysis	not applicable	2025	not applicable	methanol-formic acid (800:1)	sulfadimethoxine	Orbitrap Exploris 240|MS:1003094	electrospray ionization (positive)	reverse phase (C18)									not applicable	not applicable		not applicable													blank_analysis	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	
MSV000098257	Blank_47.mzML	blank_analysis	blank_analysis	not applicable	2025	not applicable	methanol-formic acid (800:1)	sulfadimethoxine	Orbitrap Exploris 240|MS:1003094	electrospray ionization (positive)	reverse phase (C18)									not applicable	not applicable		not applicable													blank_analysis	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	
MSV000098257	Blank_48.mzML	blank_analysis	blank_analysis	not applicable	2025	not applicable	methanol-formic acid (800:1)	sulfadimethoxine	Orbitrap Exploris 240|MS:1003094	electrospray ionization (positive)	reverse phase (C18)									not applicable	not applicable		not applicable													blank_analysis	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	
MSV000098257	Blank_49.mzML	blank_analysis	blank_analysis	not applicable	2025	not applicable	methanol-formic acid (800:1)	sulfadimethoxine	Orbitrap Exploris 240|MS:1003094	electrospray ionization (positive)	reverse phase (C18)									not applicable	not applicable		not applicable													blank_analysis	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	
MSV000098257	Blank_50.mzML	blank_analysis	blank_analysis	not applicable	2025	not applicable	methanol-formic acid (800:1)	sulfadimethoxine	Orbitrap Exploris 240|MS:1003094	electrospray ionization (positive)	reverse phase (C18)									not applicable	not applicable		not applicable													blank_analysis	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	
MSV000098257	Blank_51.mzML	blank_analysis	blank_analysis	not applicable	2025	not applicable	methanol-formic acid (800:1)	sulfadimethoxine	Orbitrap Exploris 240|MS:1003094	electrospray ionization (positive)	reverse phase (C18)									not applicable	not applicable		not applicable													blank_analysis	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	
MSV000098257	Blank_52.mzML	blank_analysis	blank_analysis	not applicable	2025	not applicable	methanol-formic acid (800:1)	sulfadimethoxine	Orbitrap Exploris 240|MS:1003094	electrospray ionization (positive)	reverse phase (C18)									not applicable	not applicable		not applicable													blank_analysis	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	
MSV000098257	Blank_53.mzML	blank_analysis	blank_analysis	not applicable	2025	not applicable	methanol-formic acid (800:1)	sulfadimethoxine	Orbitrap Exploris 240|MS:1003094	electrospray ionization (positive)	reverse phase (C18)									not applicable	not applicable		not applicable													blank_analysis	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	
MSV000098257	Blank_54.mzML	blank_analysis	blank_analysis	not applicable	2025	not applicable	methanol-formic acid (800:1)	sulfadimethoxine	Orbitrap Exploris 240|MS:1003094	electrospray ionization (positive)	reverse phase (C18)									not applicable	not applicable		not applicable													blank_analysis	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	
MSV000098257	Blank_prerun.mzML	blank_analysis	blank_analysis	not applicable	2025	not applicable	methanol-formic acid (800:1)	sulfadimethoxine	Orbitrap Exploris 240|MS:1003094	electrospray ionization (positive)	reverse phase (C18)									not applicable	not applicable		not applicable													blank_analysis	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	
MSV000098257	POOLQC_angio_01.mzML	pool_QC	pool_QC	not applicable	2025	not applicable	methanol-formic acid (800:1)	sulfadimethoxine	Orbitrap Exploris 240|MS:1003094	electrospray ionization (positive)	reverse phase (C18)									not applicable	not applicable		not applicable													pool_QC	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	
MSV000098257	POOLQC_angio_02.mzML	pool_QC	pool_QC	not applicable	2025	not applicable	methanol-formic acid (800:1)	sulfadimethoxine	Orbitrap Exploris 240|MS:1003094	electrospray ionization (positive)	reverse phase (C18)									not applicable	not applicable		not applicable													pool_QC	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	
MSV000098257	POOLQC_angio_03.mzML	pool_QC	pool_QC	not applicable	2025	not applicable	methanol-formic acid (800:1)	sulfadimethoxine	Orbitrap Exploris 240|MS:1003094	electrospray ionization (positive)	reverse phase (C18)									not applicable	not applicable		not applicable													pool_QC	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	
MSV000098257	POOLQC_angio_04.mzML	pool_QC	pool_QC	not applicable	2025	not applicable	methanol-formic acid (800:1)	sulfadimethoxine	Orbitrap Exploris 240|MS:1003094	electrospray ionization (positive)	reverse phase (C18)									not applicable	not applicable		not applicable													pool_QC	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	
MSV000098257	POOLQC_angio_05.mzML	pool_QC	pool_QC	not applicable	2025	not applicable	methanol-formic acid (800:1)	sulfadimethoxine	Orbitrap Exploris 240|MS:1003094	electrospray ionization (positive)	reverse phase (C18)									not applicable	not applicable		not applicable													pool_QC	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	
MSV000098257	POOLQC_angio_06.mzML	pool_QC	pool_QC	not applicable	2025	not applicable	methanol-formic acid (800:1)	sulfadimethoxine	Orbitrap Exploris 240|MS:1003094	electrospray ionization (positive)	reverse phase (C18)									not applicable	not applicable		not applicable													pool_QC	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	
MSV000098257	POOLQC_angio_07.mzML	pool_QC	pool_QC	not applicable	2025	not applicable	methanol-formic acid (800:1)	sulfadimethoxine	Orbitrap Exploris 240|MS:1003094	electrospray ionization (positive)	reverse phase (C18)									not applicable	not applicable		not applicable													pool_QC	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	
MSV000098257	POOLQC_angio_08.mzML	pool_QC	pool_QC	not applicable	2025	not applicable	methanol-formic acid (800:1)	sulfadimethoxine	Orbitrap Exploris 240|MS:1003094	electrospray ionization (positive)	reverse phase (C18)									not applicable	not applicable		not applicable													pool_QC	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	
MSV000098257	POOLQC_angio_09.mzML	pool_QC	pool_QC	not applicable	2025	not applicable	methanol-formic acid (800:1)	sulfadimethoxine	Orbitrap Exploris 240|MS:1003094	electrospray ionization (positive)	reverse phase (C18)									not applicable	not applicable		not applicable													pool_QC	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	
MSV000098257	POOLQC_angio_10.mzML	pool_QC	pool_QC	not applicable	2025	not applicable	methanol-formic acid (800:1)	sulfadimethoxine	Orbitrap Exploris 240|MS:1003094	electrospray ionization (positive)	reverse phase (C18)									not applicable	not applicable		not applicable													pool_QC	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	
MSV000098257	POOLQC_angio_11.mzML	pool_QC	pool_QC	not applicable	2025	not applicable	methanol-formic acid (800:1)	sulfadimethoxine	Orbitrap Exploris 240|MS:1003094	electrospray ionization (positive)	reverse phase (C18)									not applicable	not applicable		not applicable													pool_QC	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	
MSV000098257	POOLQC_angio_12.mzML	pool_QC	pool_QC	not applicable	2025	not applicable	methanol-formic acid (800:1)	sulfadimethoxine	Orbitrap Exploris 240|MS:1003094	electrospray ionization (positive)	reverse phase (C18)									not applicable	not applicable		not applicable													pool_QC	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	
MSV000098257	POOLQC_angio_13.mzML	pool_QC	pool_QC	not applicable	2025	not applicable	methanol-formic acid (800:1)	sulfadimethoxine	Orbitrap Exploris 240|MS:1003094	electrospray ionization (positive)	reverse phase (C18)									not applicable	not applicable		not applicable													pool_QC	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	
MSV000098257	POOLQC_angio_14.mzML	pool_QC	pool_QC	not applicable	2025	not applicable	methanol-formic acid (800:1)	sulfadimethoxine	Orbitrap Exploris 240|MS:1003094	electrospray ionization (positive)	reverse phase (C18)									not applicable	not applicable		not applicable													pool_QC	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	
MSV000098257	POOLQC_angio_15.mzML	pool_QC	pool_QC	not applicable	2025	not applicable	methanol-formic acid (800:1)	sulfadimethoxine	Orbitrap Exploris 240|MS:1003094	electrospray ionization (positive)	reverse phase (C18)									not applicable	not applicable		not applicable													pool_QC	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	
MSV000098257	POOLQC_angio_16.mzML	pool_QC	pool_QC	not applicable	2025	not applicable	methanol-formic acid (800:1)	sulfadimethoxine	Orbitrap Exploris 240|MS:1003094	electrospray ionization (positive)	reverse phase (C18)									not applicable	not applicable		not applicable													pool_QC	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	
MSV000098257	POOLQC_angio_17.mzML	pool_QC	pool_QC	not applicable	2025	not applicable	methanol-formic acid (800:1)	sulfadimethoxine	Orbitrap Exploris 240|MS:1003094	electrospray ionization (positive)	reverse phase (C18)									not applicable	not applicable		not applicable													pool_QC	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	
MSV000098257	POOLQC_angio_18.mzML	pool_QC	pool_QC	not applicable	2025	not applicable	methanol-formic acid (800:1)	sulfadimethoxine	Orbitrap Exploris 240|MS:1003094	electrospray ionization (positive)	reverse phase (C18)									not applicable	not applicable		not applicable													pool_QC	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	
MSV000098257	POOLQC_angio_19.mzML	pool_QC	pool_QC	not applicable	2025	not applicable	methanol-formic acid (800:1)	sulfadimethoxine	Orbitrap Exploris 240|MS:1003094	electrospray ionization (positive)	reverse phase (C18)									not applicable	not applicable		not applicable													pool_QC	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	
MSV000098257	POOLQC_angio_20.mzML	pool_QC	pool_QC	not applicable	2025	not applicable	methanol-formic acid (800:1)	sulfadimethoxine	Orbitrap Exploris 240|MS:1003094	electrospray ionization (positive)	reverse phase (C18)									not applicable	not applicable		not applicable													pool_QC	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	
MSV000098257	POOLQC_angio_21.mzML	pool_QC	pool_QC	not applicable	2025	not applicable	methanol-formic acid (800:1)	sulfadimethoxine	Orbitrap Exploris 240|MS:1003094	electrospray ionization (positive)	reverse phase (C18)									not applicable	not applicable		not applicable													pool_QC	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	
MSV000098257	POOLQC_angio_22.mzML	pool_QC	pool_QC	not applicable	2025	not applicable	methanol-formic acid (800:1)	sulfadimethoxine	Orbitrap Exploris 240|MS:1003094	electrospray ionization (positive)	reverse phase (C18)									not applicable	not applicable		not applicable													pool_QC	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	
MSV000098257	POOLQC_angio_23.mzML	pool_QC	pool_QC	not applicable	2025	not applicable	methanol-formic acid (800:1)	sulfadimethoxine	Orbitrap Exploris 240|MS:1003094	electrospray ionization (positive)	reverse phase (C18)									not applicable	not applicable		not applicable													pool_QC	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	
MSV000098257	POOLQC_angio_24.mzML	pool_QC	pool_QC	not applicable	2025	not applicable	methanol-formic acid (800:1)	sulfadimethoxine	Orbitrap Exploris 240|MS:1003094	electrospray ionization (positive)	reverse phase (C18)									not applicable	not applicable		not applicable													pool_QC	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	
MSV000098257	POOLQC_angio_25.mzML	pool_QC	pool_QC	not applicable	2025	not applicable	methanol-formic acid (800:1)	sulfadimethoxine	Orbitrap Exploris 240|MS:1003094	electrospray ionization (positive)	reverse phase (C18)									not applicable	not applicable		not applicable													pool_QC	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	
MSV000098257	POOLQC_angio_26.mzML	pool_QC	pool_QC	not applicable	2025	not applicable	methanol-formic acid (800:1)	sulfadimethoxine	Orbitrap Exploris 240|MS:1003094	electrospray ionization (positive)	reverse phase (C18)									not applicable	not applicable		not applicable													pool_QC	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	
MSV000098257	POOLQC_angio_27.mzML	pool_QC	pool_QC	not applicable	2025	not applicable	methanol-formic acid (800:1)	sulfadimethoxine	Orbitrap Exploris 240|MS:1003094	electrospray ionization (positive)	reverse phase (C18)									not applicable	not applicable		not applicable													pool_QC	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	
MSV000098257	POOLQC_exu_01.mzML	pool_QC	pool_QC	not applicable	2025	not applicable	methanol-formic acid (800:1)	sulfadimethoxine	Orbitrap Exploris 240|MS:1003094	electrospray ionization (positive)	reverse phase (C18)									not applicable	not applicable		not applicable													pool_QC	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	
MSV000098257	POOLQC_exu_02.mzML	pool_QC	pool_QC	not applicable	2025	not applicable	methanol-formic acid (800:1)	sulfadimethoxine	Orbitrap Exploris 240|MS:1003094	electrospray ionization (positive)	reverse phase (C18)									not applicable	not applicable		not applicable													pool_QC	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	
MSV000098257	POOLQC_exu_03.mzML	pool_QC	pool_QC	not applicable	2025	not applicable	methanol-formic acid (800:1)	sulfadimethoxine	Orbitrap Exploris 240|MS:1003094	electrospray ionization (positive)	reverse phase (C18)									not applicable	not applicable		not applicable													pool_QC	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	
MSV000098257	POOLQC_exu_04.mzML	pool_QC	pool_QC	not applicable	2025	not applicable	methanol-formic acid (800:1)	sulfadimethoxine	Orbitrap Exploris 240|MS:1003094	electrospray ionization (positive)	reverse phase (C18)									not applicable	not applicable		not applicable													pool_QC	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	
MSV000098257	POOLQC_exu_05.mzML	pool_QC	pool_QC	not applicable	2025	not applicable	methanol-formic acid (800:1)	sulfadimethoxine	Orbitrap Exploris 240|MS:1003094	electrospray ionization (positive)	reverse phase (C18)									not applicable	not applicable		not applicable													pool_QC	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	
MSV000098257	POOLQC_exu_06.mzML	pool_QC	pool_QC	not applicable	2025	not applicable	methanol-formic acid (800:1)	sulfadimethoxine	Orbitrap Exploris 240|MS:1003094	electrospray ionization (positive)	reverse phase (C18)									not applicable	not applicable		not applicable													pool_QC	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	
MSV000098257	POOLQC_exu_07.mzML	pool_QC	pool_QC	not applicable	2025	not applicable	methanol-formic acid (800:1)	sulfadimethoxine	Orbitrap Exploris 240|MS:1003094	electrospray ionization (positive)	reverse phase (C18)									not applicable	not applicable		not applicable													pool_QC	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	
MSV000098257	POOLQC_exu_08.mzML	pool_QC	pool_QC	not applicable	2025	not applicable	methanol-formic acid (800:1)	sulfadimethoxine	Orbitrap Exploris 240|MS:1003094	electrospray ionization (positive)	reverse phase (C18)									not applicable	not applicable		not applicable													pool_QC	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	
MSV000098257	POOLQC_exu_09.mzML	pool_QC	pool_QC	not applicable	2025	not applicable	methanol-formic acid (800:1)	sulfadimethoxine	Orbitrap Exploris 240|MS:1003094	electrospray ionization (positive)	reverse phase (C18)									not applicable	not applicable		not applicable													pool_QC	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	
MSV000098257	POOLQC_exu_10.mzML	pool_QC	pool_QC	not applicable	2025	not applicable	methanol-formic acid (800:1)	sulfadimethoxine	Orbitrap Exploris 240|MS:1003094	electrospray ionization (positive)	reverse phase (C18)									not applicable	not applicable		not applicable													pool_QC	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	
MSV000098257	POOLQC_exu_11.mzML	pool_QC	pool_QC	not applicable	2025	not applicable	methanol-formic acid (800:1)	sulfadimethoxine	Orbitrap Exploris 240|MS:1003094	electrospray ionization (positive)	reverse phase (C18)									not applicable	not applicable		not applicable													pool_QC	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	
MSV000098257	POOLQC_exu_12.mzML	pool_QC	pool_QC	not applicable	2025	not applicable	methanol-formic acid (800:1)	sulfadimethoxine	Orbitrap Exploris 240|MS:1003094	electrospray ionization (positive)	reverse phase (C18)									not applicable	not applicable		not applicable													pool_QC	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	
MSV000098257	POOLQC_exu_13.mzML	pool_QC	pool_QC	not applicable	2025	not applicable	methanol-formic acid (800:1)	sulfadimethoxine	Orbitrap Exploris 240|MS:1003094	electrospray ionization (positive)	reverse phase (C18)									not applicable	not applicable		not applicable													pool_QC	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	
MSV000098257	POOLQC_exu_14.mzML	pool_QC	pool_QC	not applicable	2025	not applicable	methanol-formic acid (800:1)	sulfadimethoxine	Orbitrap Exploris 240|MS:1003094	electrospray ionization (positive)	reverse phase (C18)									not applicable	not applicable		not applicable													pool_QC	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	
MSV000098257	POOLQC_exu_15.mzML	pool_QC	pool_QC	not applicable	2025	not applicable	methanol-formic acid (800:1)	sulfadimethoxine	Orbitrap Exploris 240|MS:1003094	electrospray ionization (positive)	reverse phase (C18)									not applicable	not applicable		not applicable													pool_QC	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	
MSV000098257	POOLQC_exu_16.mzML	pool_QC	pool_QC	not applicable	2025	not applicable	methanol-formic acid (800:1)	sulfadimethoxine	Orbitrap Exploris 240|MS:1003094	electrospray ionization (positive)	reverse phase (C18)									not applicable	not applicable		not applicable													pool_QC	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	
MSV000098257	POOLQC_exu_17.mzML	pool_QC	pool_QC	not applicable	2025	not applicable	methanol-formic acid (800:1)	sulfadimethoxine	Orbitrap Exploris 240|MS:1003094	electrospray ionization (positive)	reverse phase (C18)									not applicable	not applicable		not applicable													pool_QC	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	
MSV000098257	POOLQC_exu_18.mzML	pool_QC	pool_QC	not applicable	2025	not applicable	methanol-formic acid (800:1)	sulfadimethoxine	Orbitrap Exploris 240|MS:1003094	electrospray ionization (positive)	reverse phase (C18)									not applicable	not applicable		not applicable													pool_QC	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	
MSV000098257	POOLQC_exu_19.mzML	pool_QC	pool_QC	not applicable	2025	not applicable	methanol-formic acid (800:1)	sulfadimethoxine	Orbitrap Exploris 240|MS:1003094	electrospray ionization (positive)	reverse phase (C18)									not applicable	not applicable		not applicable													pool_QC	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	
MSV000098257	POOLQC_exu_20.mzML	pool_QC	pool_QC	not applicable	2025	not applicable	methanol-formic acid (800:1)	sulfadimethoxine	Orbitrap Exploris 240|MS:1003094	electrospray ionization (positive)	reverse phase (C18)									not applicable	not applicable		not applicable													pool_QC	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	
MSV000098257	POOLQC_exu_21.mzML	pool_QC	pool_QC	not applicable	2025	not applicable	methanol-formic acid (800:1)	sulfadimethoxine	Orbitrap Exploris 240|MS:1003094	electrospray ionization (positive)	reverse phase (C18)									not applicable	not applicable		not applicable													pool_QC	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	
MSV000098257	POOLQC_exu_22.mzML	pool_QC	pool_QC	not applicable	2025	not applicable	methanol-formic acid (800:1)	sulfadimethoxine	Orbitrap Exploris 240|MS:1003094	electrospray ionization (positive)	reverse phase (C18)									not applicable	not applicable		not applicable													pool_QC	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	
MSV000098257	POOLQC_exu_23.mzML	pool_QC	pool_QC	not applicable	2025	not applicable	methanol-formic acid (800:1)	sulfadimethoxine	Orbitrap Exploris 240|MS:1003094	electrospray ionization (positive)	reverse phase (C18)									not applicable	not applicable		not applicable													pool_QC	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	
MSV000098257	POOLQC_exu_24.mzML	pool_QC	pool_QC	not applicable	2025	not applicable	methanol-formic acid (800:1)	sulfadimethoxine	Orbitrap Exploris 240|MS:1003094	electrospray ionization (positive)	reverse phase (C18)									not applicable	not applicable		not applicable													pool_QC	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	
MSV000098257	POOLQC_exu_25.mzML	pool_QC	pool_QC	not applicable	2025	not applicable	methanol-formic acid (800:1)	sulfadimethoxine	Orbitrap Exploris 240|MS:1003094	electrospray ionization (positive)	reverse phase (C18)									not applicable	not applicable		not applicable													pool_QC	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	
MSV000098257	POOLQC_exu_26.mzML	pool_QC	pool_QC	not applicable	2025	not applicable	methanol-formic acid (800:1)	sulfadimethoxine	Orbitrap Exploris 240|MS:1003094	electrospray ionization (positive)	reverse phase (C18)									not applicable	not applicable		not applicable													pool_QC	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	
MSV000098257	POOLQC_exu_27.mzML	pool_QC	pool_QC	not applicable	2025	not applicable	methanol-formic acid (800:1)	sulfadimethoxine	Orbitrap Exploris 240|MS:1003094	electrospray ionization (positive)	reverse phase (C18)									not applicable	not applicable		not applicable													pool_QC	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	
MSV000098257	POOLQC_sedi_01.mzML	pool_QC	pool_QC	not applicable	2025	not applicable	methanol-formic acid (800:1)	sulfadimethoxine	Orbitrap Exploris 240|MS:1003094	electrospray ionization (positive)	reverse phase (C18)									not applicable	not applicable		not applicable													pool_QC	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	
MSV000098257	POOLQC_sedi_02.mzML	pool_QC	pool_QC	not applicable	2025	not applicable	methanol-formic acid (800:1)	sulfadimethoxine	Orbitrap Exploris 240|MS:1003094	electrospray ionization (positive)	reverse phase (C18)									not applicable	not applicable		not applicable													pool_QC	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	
