MassiveID	filename	SampleType	SampleTypeSub1	NCBITaxonomy	YearOfAnalysis	SampleCollectionMethod	SampleExtractionMethod	InternalStandardsUsed	MassSpectrometer	IonizationSourceAndPolarity	ChromatographyAndPhase	SubjectIdentifierAsRecorded	AgeInYears	BiologicalSex	UBERONBodyPartName	TermsofPosition	HealthStatus	DOIDCommonName	ComorbidityListDOIDIndex	SampleCollectionDateandTime	Country	HumanPopulationDensity	LatitudeandLongitude	DepthorAltitudeMeters	qiita_sample_name	UniqueSubjectID	LifeStage	UBERONOntologyIndex	DOIDOntologyIndex	NCBIRank	NCBIDivision	ENVOEnvironmentBiome	ENVOEnvironmentMaterial	ENVOEnvironmentBiomeIndex	ENVOEnvironmentMaterialIndex	ATTRIBUTE_Col_Date	ATTRIBUTE_Location	ATTRIBUTE_Species	ATTRIBUTE_Round	ATTRIBUTE_Acclim_Table	ATTRIBUTE_Acclim_Tank	ATTRIBUTE_Exp_Table	ATTRIBUTE_Exp_Tank	Treatment	Water_Tube	Dis_Date
MSV000097316	CC1_3_GUT.mzML	animal	tissue	50731|Abudefduf saxatilis	2025	solid material, frozen	methanol-water (1:1)	sulfadimethoxine	Orbitrap Exploris 240|MS:1003094	electrospray ionization (positive)	reverse phase (polar-C18)	CC1_3_GUT	not applicable	not specified	lower digestive tract	not applicable	not applicable	not applicable	not applicable	8/30/2023 16:00	Panama	not applicable	9.5120996,-79.6925936	not applicable	not applicable	CC1_3_GUT	Infancy (<2 yrs)	UBERON:0004907	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	8/30/23	Caribbean	Abudefduf saxatilis	not applicable	not applicable	not applicable	not applicable	not applicable	Control_WILD	not applicable	8/30/23
MSV000097316	CC2_4_GILL.mzML	animal	tissue	50731|Abudefduf saxatilis	2025	solid material, frozen	methanol-water (1:1)	sulfadimethoxine	Orbitrap Exploris 240|MS:1003094	electrospray ionization (positive)	reverse phase (polar-C18)	CC2_4_GILL	not applicable	not specified	gill filament	not applicable	not applicable	not applicable	not applicable	8/30/2023 16:00	Panama	not applicable	9.5120996,-79.6925936	not applicable	not applicable	CC2_4_GILL	Infancy (<2 yrs)	UBERON:0009120	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	8/30/23	Caribbean	Abudefduf saxatilis	not applicable	not applicable	not applicable	not applicable	not applicable	Control_WILD	not applicable	8/30/23
MSV000097316	CC2_5_SKIN.mzML	animal	tissue	50731|Abudefduf saxatilis	2025	solid material, frozen	methanol-water (1:1)	sulfadimethoxine	Orbitrap Exploris 240|MS:1003094	electrospray ionization (positive)	reverse phase (polar-C18)	CC2_5_SKIN	not applicable	not specified	skin of body	not applicable	not applicable	not applicable	not applicable	8/30/2023 16:00	Panama	not applicable	9.5120996,-79.6925936	not applicable	not applicable	CC2_5_SKIN	Infancy (<2 yrs)	UBERON:0002097	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	8/30/23	Caribbean	Abudefduf saxatilis	not applicable	not applicable	not applicable	not applicable	not applicable	Control_WILD	not applicable	8/30/23
MSV000097316	CC2_6_GUT.mzML	animal	tissue	50731|Abudefduf saxatilis	2025	solid material, frozen	methanol-water (1:1)	sulfadimethoxine	Orbitrap Exploris 240|MS:1003094	electrospray ionization (positive)	reverse phase (polar-C18)	CC2_6_GUT	not applicable	not specified	lower digestive tract	not applicable	not applicable	not applicable	not applicable	8/30/2023 16:00	Panama	not applicable	9.5120996,-79.6925936	not applicable	not applicable	CC2_6_GUT	Infancy (<2 yrs)	UBERON:0004907	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	8/30/23	Caribbean	Abudefduf saxatilis	not applicable	not applicable	not applicable	not applicable	not applicable	Control_WILD	not applicable	8/30/23
MSV000097316	CC3_7_GILL.mzML	animal	tissue	50731|Abudefduf saxatilis	2025	solid material, frozen	methanol-water (1:1)	sulfadimethoxine	Orbitrap Exploris 240|MS:1003094	electrospray ionization (positive)	reverse phase (polar-C18)	CC3_7_GILL	not applicable	not specified	gill filament	not applicable	not applicable	not applicable	not applicable	8/30/2023 16:00	Panama	not applicable	9.5120996,-79.6925936	not applicable	not applicable	CC3_7_GILL	Infancy (<2 yrs)	UBERON:0009120	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	8/30/23	Caribbean	Abudefduf saxatilis	not applicable	not applicable	not applicable	not applicable	not applicable	Control_WILD	not applicable	8/30/23
MSV000097316	CC3_8_SKIN.mzML	animal	tissue	50731|Abudefduf saxatilis	2025	solid material, frozen	methanol-water (1:1)	sulfadimethoxine	Orbitrap Exploris 240|MS:1003094	electrospray ionization (positive)	reverse phase (polar-C18)	CC3_8_SKIN	not applicable	not specified	skin of body	not applicable	not applicable	not applicable	not applicable	8/30/2023 16:00	Panama	not applicable	9.5120996,-79.6925936	not applicable	not applicable	CC3_8_SKIN	Infancy (<2 yrs)	UBERON:0002097	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	8/30/23	Caribbean	Abudefduf saxatilis	not applicable	not applicable	not applicable	not applicable	not applicable	Control_WILD	not applicable	8/30/23
MSV000097316	CC3_9_GUT.mzML	animal	tissue	50731|Abudefduf saxatilis	2025	solid material, frozen	methanol-water (1:1)	sulfadimethoxine	Orbitrap Exploris 240|MS:1003094	electrospray ionization (positive)	reverse phase (polar-C18)	CC3_9_GUT	not applicable	not specified	lower digestive tract	not applicable	not applicable	not applicable	not applicable	8/30/2023 16:00	Panama	not applicable	9.5120996,-79.6925936	not applicable	not applicable	CC3_9_GUT	Infancy (<2 yrs)	UBERON:0004907	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	8/30/23	Caribbean	Abudefduf saxatilis	not applicable	not applicable	not applicable	not applicable	not applicable	Control_WILD	not applicable	8/30/23
MSV000097316	CC4_10_GILL.mzML	animal	tissue	50731|Abudefduf saxatilis	2025	solid material, frozen	methanol-water (1:1)	sulfadimethoxine	Orbitrap Exploris 240|MS:1003094	electrospray ionization (positive)	reverse phase (polar-C18)	CC4_10_GILL	not applicable	not specified	gill filament	not applicable	not applicable	not applicable	not applicable	8/30/2023 16:00	Panama	not applicable	9.5120996,-79.6925936	not applicable	not applicable	CC4_10_GILL	Infancy (<2 yrs)	UBERON:0009120	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	8/30/23	Caribbean	Abudefduf saxatilis	not applicable	not applicable	not applicable	not applicable	not applicable	Control_WILD	not applicable	8/30/23
MSV000097316	CC4_11_SKIN.mzML	animal	tissue	50731|Abudefduf saxatilis	2025	solid material, frozen	methanol-water (1:1)	sulfadimethoxine	Orbitrap Exploris 240|MS:1003094	electrospray ionization (positive)	reverse phase (polar-C18)	CC4_11_SKIN	not applicable	not specified	skin of body	not applicable	not applicable	not applicable	not applicable	8/30/2023 16:00	Panama	not applicable	9.5120996,-79.6925936	not applicable	not applicable	CC4_11_SKIN	Infancy (<2 yrs)	UBERON:0002097	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	8/30/23	Caribbean	Abudefduf saxatilis	not applicable	not applicable	not applicable	not applicable	not applicable	Control_WILD	not applicable	8/30/23
MSV000097316	CC4_12_GUT.mzML	animal	tissue	50731|Abudefduf saxatilis	2025	solid material, frozen	methanol-water (1:1)	sulfadimethoxine	Orbitrap Exploris 240|MS:1003094	electrospray ionization (positive)	reverse phase (polar-C18)	CC4_12_GUT	not applicable	not specified	lower digestive tract	not applicable	not applicable	not applicable	not applicable	8/30/2023 16:00	Panama	not applicable	9.5120996,-79.6925936	not applicable	not applicable	CC4_12_GUT	Infancy (<2 yrs)	UBERON:0004907	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	8/30/23	Caribbean	Abudefduf saxatilis	not applicable	not applicable	not applicable	not applicable	not applicable	Control_WILD	not applicable	8/30/23
MSV000097316	CONTROL1.mzML	blank_extraction	blank_extraction	not applicable	2025	liquid	methanol-water (1:1)	sulfadimethoxine	Orbitrap Exploris 240|MS:1003094	electrospray ionization (positive)	reverse phase (polar-C18)	CONTROL1	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	9/20/2023 9:00	Panama	not applicable	9.5120996,-79.6925936	not applicable	not applicable	CONTROL1	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	9/20/23	not applicable	CONTROL_methanolONLY	not applicable	not applicable	not applicable	not applicable	not applicable	Control_methanol	not applicable	9/20/23
MSV000097316	CONTROL2.mzML	blank_extraction	blank_extraction	not applicable	2025	liquid	methanol-water (1:1)	sulfadimethoxine	Orbitrap Exploris 240|MS:1003094	electrospray ionization (positive)	reverse phase (polar-C18)	CONTROL2	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	9/20/2023 9:00	Panama	not applicable	9.5120996,-79.6925936	not applicable	not applicable	CONTROL2	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	9/20/23	not applicable	CONTROL_methanolONLY	not applicable	not applicable	not applicable	not applicable	not applicable	Control_methanol	not applicable	9/20/23
MSV000097316	CONTROL3.mzML	blank_extraction	blank_extraction	not applicable	2025	liquid	methanol-water (1:1)	sulfadimethoxine	Orbitrap Exploris 240|MS:1003094	electrospray ionization (positive)	reverse phase (polar-C18)	CONTROL3	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	9/20/2023 9:00	Panama	not applicable	9.5120996,-79.6925936	not applicable	not applicable	CONTROL3	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	9/20/23	not applicable	CONTROL_methanolONLY	not applicable	not applicable	not applicable	not applicable	not applicable	Control_methanol	not applicable	9/20/23
MSV000097316	CONTROL4.mzML	blank_extraction	blank_extraction	not applicable	2025	liquid	methanol-water (1:1)	sulfadimethoxine	Orbitrap Exploris 240|MS:1003094	electrospray ionization (positive)	reverse phase (polar-C18)	CONTROL4	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	9/20/2023 9:00	Panama	not applicable	9.5120996,-79.6925936	not applicable	not applicable	CONTROL4	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	9/20/23	not applicable	CONTROL_methanolONLY	not applicable	not applicable	not applicable	not applicable	not applicable	Control_methanol	not applicable	9/20/23
MSV000097316	E01_GILL.mzML	animal	tissue	36217|Abudefduf troschelii	2025	solid material, frozen	methanol-water (1:1)	sulfadimethoxine	Orbitrap Exploris 240|MS:1003094	electrospray ionization (positive)	reverse phase (polar-C18)	E01_GILL	not applicable	not specified	gill filament	not applicable	not applicable	not applicable	not applicable	9/5/2023 9:00	Panama	not applicable	8.983447, -79.501616	not applicable	not applicable	E01_GILL	Infancy (<2 yrs)	UBERON:0009120	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	8/16/23	Pacific	Abudefduf troschelii	1	E1	E01	E1	E01	Warm	Blue	9/5/23
MSV000097316	E01_GUT.mzML	animal	tissue	36217|Abudefduf troschelii	2025	solid material, frozen	methanol-water (1:1)	sulfadimethoxine	Orbitrap Exploris 240|MS:1003094	electrospray ionization (positive)	reverse phase (polar-C18)	E01_GUT	not applicable	not specified	lower digestive tract	not applicable	not applicable	not applicable	not applicable	9/5/2023 9:00	Panama	not applicable	8.983447, -79.501616	not applicable	not applicable	E01_GUT	Infancy (<2 yrs)	UBERON:0004907	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	8/16/23	Pacific	Abudefduf troschelii	1	E1	E01	E1	E01	Warm	Blue	9/5/23
MSV000097316	E01_SKIN.mzML	animal	tissue	36217|Abudefduf troschelii	2025	solid material, frozen	methanol-water (1:1)	sulfadimethoxine	Orbitrap Exploris 240|MS:1003094	electrospray ionization (positive)	reverse phase (polar-C18)	E01_SKIN	not applicable	not specified	skin of body	not applicable	not applicable	not applicable	not applicable	9/5/2023 9:00	Panama	not applicable	8.983447, -79.501616	not applicable	not applicable	E01_SKIN	Infancy (<2 yrs)	UBERON:0002097	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	8/16/23	Pacific	Abudefduf troschelii	1	E1	E01	E1	E01	Warm	Blue	9/5/23
